,0MainPrediction,1BackstagePrediction,2FOHPrediction,3Practice_RoomPrediction,4BacklinePrediction,5Merch_StandPrediction,6BarPrediction,Actual
2005,0.11,0.0,0.0,0.0,0.72,0.0,0.02,4
2006,0.45,0.09,0.3,0.43,0.5,0.29,0.65,0
2007,0.0,0.0,0.02,0.01,0.63,0.0,0.0,3
2008,0.1,0.0,0.0,0.09,0.01,0.0,0.0,0
2009,0.08,0.0,0.0,0.0,0.07,0.0,0.0,4
2010,0.0,0.0,0.0,0.0,0.27,0.22,0.0,5
2011,0.02,0.0,0.01,0.01,0.04,0.02,0.03,4
2012,0.0,0.0,0.0,0.0,0.0,0.01,0.0,5
2013,0.0,0.0,0.01,0.0,0.0,0.0,0.0,3
2014,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0
2015,0.22,0.0,0.0,0.01,0.0,0.0,0.01,6
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,0.0,0.0,0.02,0.99,0.58,0.0,0.0,3
2018,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2
2019,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0
2020,0.54,0.0,0.16,0.07,0.3,0.02,0.11,0
2021,0.0,0.0,0.0,0.42,0.47,0.0,0.0,3
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2024,0.25,0.0,0.0,0.01,0.01,0.0,0.75,0
2025,0.02,0.0,0.0,0.01,0.0,0.0,0.0,3
2026,0.48,0.01,0.27,0.11,0.42,0.35,0.71,3
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.95,6
2028,0.0,0.0,0.0,0.0,0.43,1.0,0.0,5
2029,0.0,0.0,0.0,0.0,0.92,0.0,0.0,4
2030,0.0,0.0,0.0,0.0,0.04,0.0,0.05,2
2031,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0
2032,0.0,0.0,0.0,0.65,0.02,0.0,0.0,3
2033,0.0,0.0,0.04,0.0,0.0,0.0,0.0,3
2034,0.11,0.0,0.0,0.0,0.43,0.87,0.01,4
2035,0.0,0.0,0.0,0.0,0.92,0.0,0.0,4
2036,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2
2037,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2
2038,0.0,0.0,0.01,0.93,0.01,0.0,0.0,6
2039,0.06,0.0,0.0,0.0,0.27,0.0,0.0,4
2040,0.04,0.0,0.0,0.01,0.42,0.01,0.0,4
2041,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3
2042,0.45,0.09,0.3,0.43,0.5,0.29,0.65,6
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2045,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3
2046,0.0,0.0,0.0,0.0,0.08,0.0,0.0,6
2047,0.0,0.0,0.0,0.0,0.0,0.01,0.05,3
2048,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
2049,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2
2050,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3
2051,0.07,0.0,0.01,1.0,0.01,0.0,0.0,3
2052,0.01,0.0,0.01,0.05,0.06,0.0,0.0,3
2053,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0
2054,0.0,0.0,0.0,0.33,0.0,0.0,0.0,2
2055,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0
2056,0.23,0.0,0.0,0.0,0.0,0.0,0.0,3
2057,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0
2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2059,0.0,0.0,0.0,0.0,0.68,0.2,0.0,4
2060,0.18,0.0,0.0,0.65,0.0,0.0,0.0,3
2061,0.0,0.0,0.0,0.0,0.92,0.0,0.0,6
2062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
2063,0.0,0.0,0.03,0.07,0.0,0.0,0.0,2
2064,0.01,0.0,0.8,0.0,0.03,0.0,0.0,3
2065,0.01,0.0,0.0,0.01,0.5,0.0,0.0,4
2066,0.08,0.0,0.0,0.0,0.19,0.0,0.0,6
2067,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3
2068,0.0,0.0,0.0,0.18,0.0,0.0,0.0,3
2069,0.02,0.0,0.6,0.0,0.2,0.0,0.02,4
2070,0.2,0.01,0.01,0.13,0.05,0.01,0.56,6
2071,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3
2072,0.01,0.0,0.01,0.0,0.78,0.0,0.0,4
2073,0.0,0.0,0.0,0.99,0.0,0.0,0.0,3
2074,0.69,0.0,0.0,0.0,0.0,0.0,0.0,4
2075,0.0,0.97,0.0,0.01,0.0,0.0,0.0,1
2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2078,0.1,0.0,0.88,0.0,0.0,0.0,0.0,6
2079,0.0,0.0,0.01,0.04,0.0,0.0,0.04,3
2080,0.04,0.0,0.03,0.99,0.0,0.0,0.0,3
2081,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0
2082,0.1,0.0,0.44,0.0,0.3,0.0,0.0,4
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2084,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
2085,0.03,0.0,0.0,0.01,0.0,0.01,0.0,0
2086,0.01,0.0,0.0,0.0,0.0,0.47,0.01,4
2087,0.03,0.0,0.0,0.0,0.0,0.0,0.0,4
2088,0.14,0.0,0.01,0.13,0.11,0.0,0.23,4
2089,0.0,0.0,0.0,0.0,0.96,0.0,0.14,4
2090,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3
2091,0.0,0.0,0.01,0.0,1.0,0.0,0.0,4
2092,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
2093,0.04,0.0,0.0,0.0,0.01,0.0,0.0,4
2094,0.16,0.0,0.0,0.11,0.03,0.62,0.04,4
2095,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0
2096,0.04,0.0,0.0,0.0,0.0,0.0,0.0,6
2097,0.0,0.0,0.22,0.0,0.0,0.0,0.0,2
2098,0.03,0.0,0.0,0.0,0.26,0.8,0.02,5
2099,0.02,0.0,0.0,0.0,0.06,0.03,0.0,4
2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2101,0.0,0.0,0.0,0.0,0.01,0.0,0.0,3
2102,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4
2103,0.01,0.0,0.0,0.0,0.02,0.0,0.0,3
2104,0.01,0.0,0.0,0.23,0.0,0.0,0.0,6
2105,0.84,0.0,0.0,0.0,0.0,0.0,0.02,0
2106,0.09,0.0,0.0,0.0,0.21,0.0,0.0,6
2107,0.0,0.0,0.0,0.0,0.83,0.3,0.0,5
2108,0.0,0.0,0.0,1.0,0.15,0.0,0.0,3
2109,0.0,0.0,0.03,0.05,0.0,0.0,0.0,3
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2111,0.02,0.0,0.01,0.0,0.63,0.0,0.0,5
2112,0.0,0.0,0.22,0.0,0.78,0.0,0.0,4
2113,0.02,0.0,0.0,0.06,0.01,0.02,0.02,3
2114,0.05,0.0,0.0,0.02,0.01,0.0,0.0,4
2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2116,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
2117,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3
2118,0.02,0.0,0.0,0.0,0.0,0.0,0.4,4
2119,0.01,0.0,0.04,0.0,0.0,0.0,0.0,3
2120,0.45,0.09,0.3,0.43,0.5,0.29,0.65,4
2121,0.3,0.0,0.06,0.01,0.3,0.02,0.59,6
2122,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0
2123,0.01,0.0,0.0,0.0,0.27,0.0,0.02,4
2124,0.0,0.0,0.0,0.0,0.01,0.0,0.27,6
2125,0.5,0.0,0.01,0.0,0.0,0.0,0.0,0
2126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2127,0.05,0.0,0.16,0.0,0.0,0.0,0.0,0
2128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2129,0.12,0.0,0.01,0.0,0.09,0.0,0.0,2
2130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2132,0.0,0.0,0.88,0.0,0.95,0.0,0.0,4
2133,0.33,0.0,0.01,0.02,0.0,0.0,0.0,3
2134,0.0,0.0,0.0,0.07,0.0,0.0,0.0,3
2135,0.0,0.0,0.0,0.0,0.0,0.09,0.0,5
2136,0.0,0.0,0.01,0.0,0.77,0.0,0.0,4
2137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2139,0.02,0.0,0.0,0.02,0.0,0.0,0.0,4
2140,0.0,0.0,0.0,0.14,0.0,0.0,0.01,3
2141,0.02,0.0,0.0,0.28,0.0,0.0,0.0,3
2142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2143,0.0,0.0,0.0,0.0,0.21,0.0,0.0,4
2144,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0
2145,0.0,0.0,0.0,0.81,0.0,0.0,0.0,4
2146,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0
2147,0.01,0.0,0.0,0.0,0.03,0.01,0.0,3
2148,0.77,0.0,0.01,0.0,0.0,0.0,0.0,4
2149,0.03,0.0,0.25,0.0,0.21,0.0,0.0,4
2150,0.1,0.0,0.0,0.0,0.03,0.0,0.01,0
2151,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4
2152,0.0,0.0,0.0,0.27,0.0,0.0,0.0,3
2153,0.0,0.0,0.1,0.0,0.0,0.0,0.01,2
2154,0.0,0.0,0.0,0.0,0.0,0.0,0.54,2
2155,0.0,0.0,0.0,0.03,0.0,0.0,0.0,3
2156,0.0,0.0,0.93,0.0,0.01,0.0,0.0,2
2157,0.0,0.0,0.0,0.97,0.0,0.0,0.01,3
2158,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0
2159,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3
2160,0.01,0.0,0.0,0.03,0.0,0.0,0.01,3
2161,0.06,0.0,0.0,0.06,0.54,0.0,0.01,4
2162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2163,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0
2164,0.0,0.0,0.0,0.26,0.02,0.0,0.0,3
2165,0.0,0.0,0.0,0.03,0.0,0.0,0.0,3
2166,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0
2167,0.0,0.0,0.0,0.0,0.07,0.0,0.0,4
2168,0.0,0.0,0.0,0.0,1.0,0.02,0.0,5
2169,0.27,0.0,0.0,0.0,0.0,0.0,0.0,3
2170,0.0,0.0,0.0,0.09,0.04,0.0,0.0,3
2171,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0
2172,0.0,0.0,0.0,0.03,0.79,0.0,0.0,3
2173,0.02,0.0,0.02,0.04,0.01,0.0,0.02,2
2174,0.03,0.0,0.04,0.0,0.0,0.0,0.0,5
2175,0.0,0.0,0.0,0.0,0.02,0.0,0.56,3
2176,0.0,0.0,0.0,0.9,0.0,0.0,0.0,3
2177,0.0,0.0,0.0,0.02,0.0,0.0,0.0,3
2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2179,0.02,0.0,0.94,1.0,0.0,0.0,0.0,3
2180,0.0,0.0,0.0,0.0,0.18,0.0,0.4,6
2181,0.02,0.0,0.0,0.0,0.0,0.0,0.49,0
2182,0.0,0.0,0.01,0.0,0.96,0.0,0.0,2
2183,0.65,0.0,0.0,0.86,0.0,0.0,0.0,3
2184,0.0,0.0,0.0,0.95,0.0,0.0,0.0,3
2185,0.26,0.0,0.01,0.1,0.32,0.0,0.0,3
2186,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0
2187,0.01,0.0,0.0,0.04,0.03,0.01,0.0,3
2188,0.02,0.0,0.0,0.03,0.0,0.0,0.0,3
2189,0.08,0.0,0.0,0.0,0.01,0.0,0.0,6
2190,0.0,0.0,0.03,0.0,0.0,0.0,0.7,6
2191,0.73,0.0,0.0,0.01,0.51,0.0,0.84,3
2192,0.0,0.0,0.0,0.0,0.0,1.0,0.01,5
2193,0.01,0.0,0.71,0.0,0.0,0.0,0.0,2
2194,0.37,0.0,0.2,0.2,0.42,0.04,0.36,6
2195,0.01,0.0,0.0,0.0,1.0,0.0,0.0,3
2196,0.0,0.0,0.07,0.0,0.0,0.0,0.0,6
2197,0.02,0.0,0.0,0.0,0.0,0.0,0.59,6
2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2199,0.0,0.0,0.01,0.85,0.0,0.0,0.0,3
2200,0.38,0.01,0.15,0.7,0.21,0.08,0.52,0
2201,0.01,0.0,0.0,0.0,0.0,0.0,0.01,4
2202,0.06,0.0,0.15,0.01,0.01,0.0,0.07,3
2203,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
2204,0.0,0.0,0.99,0.0,0.0,0.0,0.0,2
2205,0.33,0.0,0.0,0.54,0.0,0.0,0.06,0
2206,0.0,0.0,0.0,0.94,0.0,0.0,0.0,3
2207,0.0,0.0,0.08,0.05,0.0,0.0,0.0,3
2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2209,0.0,0.0,0.99,0.0,0.33,0.0,0.0,0
2210,0.02,0.0,0.24,0.0,0.0,0.0,0.0,2
2211,0.01,0.0,0.53,0.0,0.0,0.0,0.0,4
2212,0.01,0.0,0.0,0.36,0.0,0.0,0.0,3
2213,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
2214,0.01,0.0,0.57,0.0,0.06,0.0,0.0,2
2215,0.45,0.09,0.3,0.43,0.5,0.29,0.65,3
2216,0.03,0.0,0.0,0.0,0.04,0.0,0.03,0
2217,0.01,0.0,0.0,0.0,0.88,0.0,0.0,2
2218,0.0,0.0,0.01,0.0,0.02,0.0,0.0,4
2219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2221,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4
2222,0.03,0.0,0.05,0.1,0.02,0.0,0.0,2
2223,0.0,0.0,0.16,0.0,0.0,0.0,0.0,3
2224,0.0,0.0,0.0,0.14,0.0,0.0,0.18,6
2225,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
2226,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3
2227,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0
2228,0.45,0.09,0.3,0.43,0.5,0.29,0.65,6
2229,0.0,0.0,0.02,0.45,0.0,0.0,0.0,3
2230,0.03,0.0,0.0,0.0,0.0,0.0,0.0,6
2231,0.0,0.0,0.0,0.0,0.01,0.0,0.0,2
2232,0.0,0.0,0.0,0.06,0.09,0.0,0.06,0
2233,0.33,0.0,0.02,0.32,0.03,0.0,0.41,6
2234,0.44,0.0,0.01,0.28,0.0,0.0,0.0,2
2235,0.07,0.0,0.0,0.01,0.13,0.0,0.02,0
2236,0.56,0.0,0.0,0.01,0.0,0.0,0.0,4
2237,0.09,0.0,0.01,0.06,0.04,0.0,0.14,3
2238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2240,0.0,0.0,0.2,0.03,0.0,0.0,0.0,6
2241,0.0,0.0,0.05,0.0,0.0,0.0,0.0,4
2242,0.0,0.0,0.0,0.37,0.0,0.0,0.0,5
2243,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3
2244,0.06,0.0,0.0,0.03,0.0,0.01,0.18,3
2245,0.24,0.0,0.0,0.74,0.0,0.0,0.03,0
2246,0.0,0.0,0.0,0.36,0.0,0.0,0.0,4
2247,0.07,0.0,0.01,0.0,0.01,0.0,0.0,4
2248,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6
2249,0.0,0.0,0.12,0.02,0.01,0.0,0.0,6
2250,0.0,0.0,0.0,0.0,0.27,0.0,0.98,4
2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2253,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2
2254,0.0,0.0,0.01,0.0,0.0,0.0,0.04,4
2255,0.13,0.0,0.0,1.0,0.0,0.0,0.0,3
2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2257,0.02,0.0,0.01,0.01,0.0,0.0,0.01,3
2258,0.02,0.0,0.03,0.0,0.02,0.0,0.06,0
2259,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3
2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2261,0.0,0.0,0.0,0.0,0.0,0.0,0.05,6
2262,0.0,0.0,0.0,0.0,0.96,0.03,0.0,2
2263,0.0,0.0,0.0,0.0,0.87,0.0,0.0,2
2264,0.55,0.0,0.0,0.0,0.01,0.0,0.4,6
2265,0.01,0.0,0.0,0.04,0.0,0.0,0.07,3
2266,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0
2267,0.07,0.0,0.0,0.01,0.01,0.68,0.01,5
2268,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0
2269,0.02,0.0,0.03,0.0,0.09,0.0,0.02,0
2270,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3
2271,0.08,0.0,0.01,0.05,0.31,0.0,0.0,2
2272,0.0,0.0,0.05,0.0,0.99,0.0,0.0,4
2273,0.13,0.0,0.04,0.3,0.0,0.0,0.01,3
2274,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0
2275,0.02,0.0,0.0,0.0,0.04,0.0,0.05,4
2276,0.0,0.0,0.0,0.57,0.01,0.0,0.0,4
2277,0.0,0.0,0.05,0.0,1.0,0.0,0.96,4
2278,0.0,0.0,0.0,0.0,0.0,0.01,0.03,5
2279,0.0,0.0,0.42,0.0,0.0,0.0,0.0,4
2280,0.2,0.0,0.02,0.0,0.0,0.0,0.0,2
2281,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2
2282,0.45,0.09,0.3,0.43,0.5,0.29,0.65,6
2283,0.01,0.0,0.02,0.0,0.0,0.0,0.02,2
2284,0.01,0.0,0.0,0.01,0.01,0.43,0.0,5
2285,0.0,0.0,0.02,0.0,0.54,0.0,0.0,2
2286,0.0,0.0,0.0,0.0,0.59,0.0,0.0,3
2287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
2288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2289,0.45,0.09,0.3,0.43,0.5,0.29,0.65,6
2290,0.0,0.0,0.33,0.0,0.0,0.0,0.0,4
2291,0.02,0.0,0.01,0.98,0.34,0.0,0.0,3
2292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
2293,0.0,0.0,0.0,0.0,0.18,0.0,0.0,3
2294,0.31,0.0,0.01,0.01,0.02,0.0,0.32,0
2295,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0
2296,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0
2297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
2298,0.01,0.0,0.0,0.0,1.0,0.0,0.0,2
2299,0.0,0.0,0.76,0.0,0.98,0.0,0.0,4
2300,0.01,0.0,0.0,0.23,0.01,0.0,0.07,3
2301,0.02,0.0,0.0,0.0,0.35,0.0,0.03,2
2302,0.07,0.0,0.09,0.0,0.0,0.0,0.1,6
2303,0.03,0.0,0.0,0.0,0.04,0.0,0.02,6
2304,0.0,0.0,0.0,0.0,0.84,0.0,0.0,4
2305,0.0,0.0,0.0,0.0,0.0,0.04,0.0,5
2306,0.01,0.0,0.0,0.22,0.0,0.0,0.0,3
2307,0.0,0.0,0.0,0.0,0.95,0.0,0.0,6
2308,0.04,0.0,0.02,0.0,0.06,0.01,0.09,6
2309,0.03,0.0,0.0,0.09,0.49,0.19,0.04,3
2310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2312,0.01,0.0,0.0,0.0,0.01,0.0,0.0,2
2313,0.0,0.0,0.0,0.0,0.02,0.0,0.04,4
2314,0.0,0.0,0.01,0.06,0.01,0.0,0.0,6
2315,0.16,0.0,0.0,0.0,0.1,0.0,0.14,4
2316,0.48,0.0,0.02,0.0,0.43,0.0,0.02,4
2317,0.01,0.0,0.0,0.39,0.0,0.0,0.0,3
2318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2319,0.0,0.0,0.49,0.0,0.0,0.0,0.0,4
2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2321,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0
2322,0.04,0.0,0.0,0.1,0.05,0.0,0.0,3
2323,0.01,0.0,0.0,0.93,0.0,0.0,0.0,6
2324,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
2325,0.03,0.0,0.0,0.55,0.0,0.0,0.02,3
2326,0.0,0.0,0.71,0.01,0.0,0.0,0.35,0
2327,0.0,0.0,0.01,0.03,0.25,0.0,0.0,4
2328,0.0,0.0,0.0,0.0,0.08,0.0,0.0,4
2329,0.0,0.0,0.01,0.0,0.01,0.0,0.0,4
2330,0.23,0.0,0.0,0.1,0.0,0.0,0.03,3
2331,0.0,0.0,0.0,0.0,0.87,0.06,0.0,4
2332,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
2333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
2334,0.0,0.0,0.0,0.0,0.08,0.0,0.0,4
2335,0.0,0.0,0.0,0.0,0.0,0.0,0.76,5
2336,0.0,0.0,0.02,0.0,0.94,0.0,0.0,4
2337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2339,0.0,0.0,0.53,0.29,0.03,0.0,0.0,3
2340,0.01,0.0,0.0,0.03,0.07,0.0,0.01,3
2341,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0
2342,0.59,0.0,0.0,0.02,0.04,0.0,0.22,0
2343,0.53,0.0,0.0,0.01,0.01,0.0,0.0,2
2344,0.0,0.0,0.13,0.0,0.06,0.0,0.0,6
2345,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3
2346,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0
2347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2348,0.0,0.0,0.0,0.0,0.19,0.0,0.0,4
2349,0.0,0.0,0.0,0.0,0.01,0.0,0.0,5
2350,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0
2351,0.01,0.0,0.0,0.0,0.01,0.0,0.0,2
2352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
2353,0.0,0.0,0.0,0.0,0.01,0.84,0.0,5
2354,0.02,0.0,0.03,0.0,0.14,0.0,0.0,4
2355,0.01,0.0,0.0,0.0,0.01,0.0,0.13,6
2356,0.13,0.0,0.0,0.03,0.02,0.0,0.19,6
2357,0.0,0.0,0.0,0.09,0.0,0.0,0.12,3
2358,0.03,0.0,0.1,0.0,0.0,0.0,0.0,2
2359,0.02,0.0,0.0,0.01,0.01,0.0,0.0,4
2360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2362,0.45,0.0,0.43,0.47,0.54,0.32,0.4,5
2363,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2364,0.3,0.0,0.06,0.11,0.66,0.49,0.11,5
2365,0.0,0.0,0.0,0.0,0.09,0.0,0.0,4
2366,0.09,0.0,0.0,0.0,0.04,0.0,0.24,6
2367,0.0,0.0,0.11,0.02,0.02,0.0,0.0,2
2368,0.05,0.0,0.0,0.0,0.01,0.0,0.0,6
2369,0.38,0.0,0.0,0.0,0.0,0.0,0.13,6
2370,0.0,0.0,0.0,0.0,0.01,0.0,0.0,4
2371,0.0,0.0,0.1,0.0,1.0,0.0,0.0,4
2372,0.0,0.0,0.03,0.01,0.74,0.0,0.0,4
2373,0.0,0.0,0.07,0.0,0.19,0.0,0.0,4
2374,0.0,0.0,0.0,0.0,0.63,0.0,0.0,4
2375,0.04,0.0,0.0,0.0,0.01,0.0,0.0,4
2376,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2
2377,0.12,0.0,0.01,0.0,0.0,0.0,0.39,6
2378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2380,0.0,0.0,0.0,0.0,0.0,0.0,0.07,4
2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2382,0.12,0.0,0.0,0.0,0.0,0.0,0.72,6
2383,0.18,0.0,0.01,0.0,0.1,0.0,0.0,2
2384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2386,0.98,0.0,0.01,0.0,0.0,0.0,0.0,4
2387,0.01,0.0,0.0,0.02,0.03,0.06,0.0,5
2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2389,0.0,0.0,0.01,0.02,0.0,0.0,0.0,3
2390,0.0,0.0,0.0,0.01,0.1,0.0,0.0,4
2391,0.19,0.0,0.57,0.19,0.07,0.0,0.01,2
2392,0.01,0.0,0.0,0.0,0.1,0.0,0.01,4
2393,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
2394,0.0,0.0,0.0,0.0,0.01,0.0,0.0,4
2395,0.0,0.0,0.0,0.0,0.27,0.0,0.0,5
2396,0.01,0.0,0.0,0.03,0.39,0.01,0.0,4
2397,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0
2398,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3
2399,0.45,0.09,0.3,0.43,0.5,0.29,0.65,6
2400,0.03,0.0,0.0,0.02,0.0,0.0,0.04,6
2401,0.0,0.0,0.0,0.0,0.11,0.0,0.0,4
2402,0.07,0.0,0.01,0.01,0.12,0.0,0.09,0
2403,0.01,0.0,0.0,0.04,0.0,0.0,0.0,4
2404,0.06,0.0,0.0,0.13,0.02,0.0,0.41,0
2405,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3
2406,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0
2407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2408,0.0,0.0,0.0,0.55,0.0,0.0,0.0,3
2409,0.0,0.0,0.0,0.04,0.0,0.0,0.0,3
2410,0.0,0.0,0.01,0.0,0.87,0.0,0.0,4
2411,0.95,0.0,0.01,0.0,0.21,0.13,0.02,3
2412,0.0,0.0,0.0,0.0,0.01,0.0,0.0,4
2413,0.04,0.0,0.01,0.91,0.0,0.0,0.2,6
2414,0.04,0.0,0.0,0.02,0.91,0.07,0.01,6
2415,0.09,0.0,0.0,0.05,0.0,0.0,0.0,3
2416,0.01,0.0,0.13,0.01,0.07,0.0,0.03,2
2417,0.0,0.0,0.0,0.28,0.0,0.0,0.0,2
2418,0.0,0.0,0.0,0.73,0.0,0.0,0.0,3
2419,0.0,0.0,0.01,0.0,0.01,0.0,0.0,6
2420,0.0,0.0,0.0,0.0,0.96,0.0,0.0,4
2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2422,0.0,0.0,0.0,0.54,0.0,0.0,0.01,3
2423,0.0,0.0,0.0,0.0,0.01,0.0,0.0,2
2424,0.01,0.01,0.0,0.0,0.01,0.0,0.02,6
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
