,0MainPrediction,1BackstagePrediction,2FOHPrediction,3Practice_RoomPrediction,4BacklinePrediction,5Merch_StandPrediction,6BarPrediction,Actual
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
383,0.03,0.0,0.43,0.0,0.64,0.0,0.0,2
384,0.01,0.0,0.9,0.0,0.0,0.0,0.0,2
385,0.03,0.0,0.01,0.0,0.33,0.0,0.32,5
386,0.0,0.0,0.0,0.16,0.0,0.0,0.0,3
387,0.0,0.0,1.0,0.04,0.08,0.0,0.0,4
388,0.02,0.0,0.01,0.92,0.16,0.0,0.0,2
389,0.03,0.0,0.0,0.89,0.01,0.0,0.0,3
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
391,0.0,0.0,0.02,0.0,0.01,0.0,0.18,0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
393,0.03,0.0,0.0,0.01,0.0,0.0,0.0,4
394,0.16,0.0,0.0,0.13,0.01,0.0,0.1,0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
397,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0
398,0.1,0.0,0.0,0.0,0.02,0.0,0.0,2
399,0.0,0.0,0.0,0.0,0.01,0.0,0.0,3
400,0.0,0.0,0.0,0.0,0.99,0.0,0.0,4
401,0.45,0.09,0.3,0.43,0.5,0.29,0.65,6
402,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0
403,0.0,0.0,0.01,0.01,0.0,0.0,0.0,2
404,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3
405,0.0,0.0,0.0,0.0,0.0,0.0,0.99,3
406,0.0,0.0,0.35,0.0,0.81,0.0,0.0,3
407,0.6,0.0,0.0,0.18,0.0,0.0,0.0,0
408,0.01,0.0,0.0,0.75,0.0,0.0,0.0,3
409,0.03,0.0,0.0,0.08,0.0,0.0,0.01,3
410,0.0,0.0,0.99,0.0,0.28,0.0,0.0,0
411,0.0,0.0,0.0,0.0,1.0,0.01,0.0,4
412,0.0,0.0,0.0,0.54,0.0,0.0,0.0,3
413,0.01,0.0,0.01,0.0,0.05,0.0,0.08,4
414,0.0,0.0,0.26,0.85,0.0,0.0,0.0,2
415,0.0,0.0,0.0,0.09,0.0,0.0,0.0,3
416,0.04,0.0,0.0,0.0,0.01,0.0,0.02,0
417,0.0,0.0,0.0,0.7,0.0,0.0,0.0,3
418,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6
419,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0
420,0.0,0.0,0.0,0.16,0.03,0.0,0.0,3
421,0.01,0.0,1.0,0.0,0.14,0.0,0.0,2
422,0.0,0.0,0.0,0.39,0.66,0.0,0.0,4
423,0.01,0.01,0.0,0.01,0.62,0.17,0.15,4
424,0.0,0.0,0.46,0.0,0.12,0.0,0.0,2
425,0.0,0.0,0.01,0.41,0.0,0.0,0.0,5
426,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0
427,0.0,0.0,0.07,0.0,0.0,0.0,0.0,3
